Reference Quarter,Project Name,Postal District,25th Percentile ($ PSF per month),Median ($ PSF per month),75th Percentile ($ PSF per month)
2023Q1,THE PLAZA,07,3.59,4.35,4.97
2023Q1,THE POIZ RESIDENCES,13,5.88,6.59,7.20
2023Q1,THE PROMENADE@PELIKAT,19,3.87,4.65,5.57
2023Q1,THE RAINTREE,21,3.36,3.93,4.42
2023Q1,THE REGENCY AT TIONG BAHRU,03,5.53,5.82,6.13
2023Q1,THE RESIDENCES AT W SINGAPORE SENTOSA COVE,04,5.16,5.40,5.56
2023Q1,THE RISE @ OXLEY - RESIDENCES,09,5.81,7.19,7.61
2023Q1,THE ROCHESTER RESIDENCES,05,5.06,5.53,5.81
2023Q1,THE SAIL @ MARINA BAY,01,6.52,7.26,7.93
2023Q1,THE SANTORINI,18,4.80,5.40,5.95
2023Q1,THE SCALA,19,4.69,5.49,6.22
2023Q1,THE SCOTTS TOWER,09,7.27,7.85,8.18
2023Q1,THE SEA VIEW,15,4.61,5.13,5.46
2023Q1,THE SEAFRONT ON MEYER,15,3.78,4.19,4.55
2023Q1,THE SEAWIND,15,4.72,5.09,5.48
2023Q1,THE SHELFORD,11,4.75,5.51,6.19
2023Q1,THE SHORE RESIDENCES,15,5.49,5.83,6.49
2023Q1,THE SOUND,15,4.41,4.56,5.01
2023Q1,THE STERLING,21,4.00,4.60,4.95
2023Q1,THE SUITES AT CENTRAL,09,5.73,6.17,6.48
2023Q1,THE SUNNY SPRING,14,3.26,3.38,3.77
2023Q1,THE TANAMERA,16,2.83,3.29,3.40
2023Q1,THE TAPESTRY,18,5.81,6.29,6.47
2023Q1,THE TEMBUSU,19,4.35,5.14,5.72
2023Q1,THE TENNERY,23,4.56,4.89,5.22
2023Q1,THE TESSARINA,10,4.60,4.99,5.24
2023Q1,THE TRE VER,13,6.39,6.73,7.12
2023Q1,THE TRILINQ,05,5.31,6.13,6.33
2023Q1,THE TRILLIUM,09,5.06,5.85,6.41
2023Q1,THE TRIZON,10,4.09,4.55,4.95
2023Q1,THE TROPICA,18,3.31,3.55,3.74
2023Q1,THE VERANDAH RESIDENCES,05,5.66,6.25,6.93
2023Q1,THE VERMONT ON CAIRNHILL,09,6.14,6.31,6.61
2023Q1,THE VIRIDIAN,12,4.39,4.93,5.34
2023Q1,THE VISION,05,4.69,4.99,5.68
2023Q1,THE WARREN,23,3.15,3.49,3.92
2023Q1,THE WATER EDGE,14,5.67,6.19,6.89
2023Q1,THE WATERINA,14,3.85,4.65,4.80
2023Q1,THE WATERSIDE,15,3.38,3.69,4.11
2023Q1,THE WHARF RESIDENCE,09,5.34,6.41,6.80
2023Q1,THE WISTERIA,27,4.29,4.70,5.47
2023Q1,THOMSON 800,11,3.21,3.38,3.93
2023Q1,THOMSON EURO-ASIA,11,4.65,5.12,5.62
2023Q1,THOMSON GRAND,20,3.97,4.17,4.42
2023Q1,THOMSON IMPRESSIONS,20,4.87,5.23,5.88
2023Q1,THOMSON THREE,20,4.93,5.46,5.63
2023Q1,TIONG BAHRU ESTATE,03,5.04,5.83,6.54
2023Q1,TRE RESIDENCES,14,6.16,7.01,7.19
2023Q1,TREE HOUSE,23,3.88,4.08,4.61
2023Q1,TRELLIS TOWERS,12,3.61,4.88,5.63
2023Q1,TRESALVEO,20,3.82,4.20,4.57
2023Q1,TREVISTA,12,4.69,4.92,5.40
2023Q1,TREVOSE PARK,11,3.75,4.23,4.72
2023Q1,TRIBECA,09,4.89,5.79,7.05
2023Q1,TRILIGHT,11,5.00,5.52,5.74
2023Q1,TRILIVE,19,5.11,5.42,5.83
2023Q1,TURQUOISE,04,4.82,5.09,5.59
2023Q1,TWIN REGENCY,03,4.90,5.24,5.62
2023Q1,TWIN VEW,05,5.75,6.30,6.78
2023Q1,UE SQUARE,09,4.16,4.65,5.56
2023Q1,UPTOWN @ FARRER,08,7.43,7.74,8.36
2023Q1,URBAN SUITES,09,6.53,7.09,7.58
2023Q1,URBAN VISTA,16,5.10,5.60,6.20
2023Q1,URBANA,09,5.63,5.99,6.26
2023Q1,V ON SHENTON,01,6.71,7.38,8.50
2023Q1,VACANZA @ EAST,14,4.20,4.71,4.95
2023Q1,VALLEY PARK,10,4.29,4.55,4.99
2023Q1,VARSITY PARK CONDOMINIUM,05,4.25,4.74,5.10
2023Q1,VIBES @ EAST COAST,15,4.71,5.81,6.93
2023Q1,VIDA,09,5.68,6.62,7.91
2023Q1,VILLA MARINA,15,2.98,3.08,3.51
2023Q1,VISIONCREST,09,6.19,6.79,7.02
2023Q1,VISTA RESIDENCES,12,4.28,4.61,4.96
2023Q1,VIVA,11,5.84,6.25,6.77
2023Q1,VIVA VISTA,05,6.56,7.74,8.19
2023Q1,VIVACE,09,6.53,7.72,8.01
2023Q1,VIZ AT HOLLAND,10,4.38,5.23,5.92
2023Q1,VUE 8 RESIDENCE,18,4.26,4.36,4.98
2023Q1,WATER PLACE,15,4.80,5.15,5.36
2023Q1,WATERBANK AT DAKOTA,14,5.15,5.70,6.35
2023Q1,WATERFALL GARDENS,10,4.39,4.52,4.65
2023Q1,WATERFORD RESIDENCE,09,5.37,5.75,5.86
2023Q1,WATERFRONT GOLD,16,4.15,4.72,5.01
2023Q1,WATERFRONT ISLE,16,4.39,4.87,5.13
2023Q1,WATERFRONT KEY,16,3.66,4.19,4.41
2023Q1,WATERMARK ROBERTSON QUAY,09,5.67,5.86,6.43
2023Q1,WATERSCAPE AT CAVENAGH,09,4.88,5.18,6.12
2023Q1,WATERTOWN,19,4.57,5.51,5.95
2023Q1,WATERVIEW,18,3.56,4.05,4.60
2023Q1,WEST BAY CONDOMINIUM,05,3.24,3.95,4.40
2023Q1,WESTCOVE CONDOMINIUM,05,3.24,3.62,3.99
2023Q1,WHITEHAVEN,05,4.56,5.67,6.84
2023Q1,WING FONG MANSIONS/WING FONG COURT,14,2.66,3.55,4.15
2023Q1,WOODHAVEN,25,3.91,4.30,4.72
2023Q1,YONG AN PARK,09,3.62,3.91,4.82
